order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3968,66,14,Appam with Stew,10-09-2024,05:45:09,Cancelled,734.19
3969,925,73,Hyderabadi Biryani,14-07-2025,21:10:55,Delivered,132.47
3970,650,44,Korma,05-04-2025,13:04:14,Cancelled,252.18
3971,486,171,Vada Pav,09-06-2025,17:47:11,Cancelled,487.04
3972,837,191,Kadhi Pakora,03-10-2024,04:08:48,Delivered,944.69
3973,484,147,Hyderabadi Biryani,27-10-2024,05:35:01,Delivered,878.51
3974,553,122,Pav Bhaji,24-01-2025,17:35:03,Delivered,384.33
3975,457,200,Idli Sambhar,18-09-2024,12:37:28,Delivered,557.79
3976,873,90,Masala Dosa,31-05-2025,09:04:22,Cancelled,902.99
3977,303,182,Kebabs,10-10-2024,06:47:05,Cancelled,104.15
3978,331,185,Vada Pav,06-09-2024,17:49:32,Delivered,894.81
3979,946,41,Biryani,25-09-2024,14:27:53,Delivered,133.87
3980,467,37,Kebabs,12-01-2025,01:56:47,Delivered,180.98
3981,856,178,Kebabs,11-09-2024,13:01:04,Delivered,958.97
3982,185,112,Vada Pav,27-09-2024,15:37:08,Delivered,642.45
3983,370,95,Pav Bhaji,14-10-2024,05:32:06,Delivered,421.89
3984,955,124,Paneer Tikka,12-12-2024,23:30:18,Delivered,503.89
3985,33,69,Litti Chokha,03-01-2025,06:10:49,Delivered,284.95
3986,733,125,Vada Pav,29-06-2025,10:57:05,Delivered,731.28
3987,859,173,Pav Bhaji,25-04-2025,14:29:11,Cancelled,699.43
3988,810,10,Biryani,24-09-2024,10:07:49,Delivered,326.94
3989,27,115,Tandoori Chicken,11-09-2024,17:04:19,Cancelled,290.71
3990,968,190,Appam with Stew,11-03-2025,10:49:57,Delivered,930.92
3991,693,175,Fish Curry,10-11-2024,20:11:02,Delivered,715.61
3992,259,14,Chole Bhature,29-04-2025,02:49:24,Delivered,633.58
3993,515,104,Vada Pav,03-06-2025,23:49:15,Delivered,434.01
3994,20,186,Palak Paneer,30-10-2024,12:57:37,Delivered,648.6
3995,351,35,Rajma Chawal,29-10-2024,22:25:24,Cancelled,131.22
3996,221,112,Kadhi Pakora,16-11-2024,00:04:54,Delivered,293.6
3997,734,96,Rajma Chawal,24-05-2025,15:33:15,Delivered,791.21
3998,408,187,Butter Chicken,12-05-2025,20:47:20,Delivered,178.05
3999,364,152,Masala Dosa,21-10-2024,20:29:04,Delivered,469.32
4000,201,155,Tandoori Chicken,20-11-2024,10:44:13,Delivered,149.62
4001,355,5,Vada Pav,27-01-2025,10:37:46,Delivered,866.26
4002,453,35,Paneer Tikka,25-11-2024,10:30:53,Cancelled,326.36
4003,227,161,Pav Bhaji,06-02-2025,02:25:11,Delivered,257.81
4004,495,15,Baingan Bharta,21-03-2025,07:52:22,Delivered,513.99
4005,410,32,Chole Bhature,26-11-2024,23:07:39,Cancelled,611.4
4006,659,96,Vada Pav,08-08-2024,14:22:01,Cancelled,829.88
4007,321,103,Baingan Bharta,07-03-2025,08:58:57,Cancelled,767.04
4008,967,193,Litti Chokha,02-04-2025,07:23:49,Cancelled,529.22
4009,808,130,Idli Sambhar,20-04-2025,11:10:38,Delivered,953.85
4010,426,169,Palak Paneer,16-04-2025,15:38:36,Delivered,956.5
4011,860,56,Appam with Stew,13-01-2025,20:20:51,Delivered,476.95
4012,327,127,Vada Pav,29-03-2025,18:34:46,Cancelled,685.45
4013,931,184,Tandoori Chicken,10-09-2024,10:17:28,Delivered,738.53
4014,344,83,Tandoori Chicken,20-05-2025,23:00:24,Delivered,202.88
4015,100,57,Idli Sambhar,17-09-2024,14:13:24,Delivered,202.76
4016,76,130,Masala Dosa,21-06-2025,01:17:03,Delivered,839.01
4017,236,123,Paneer Tikka,04-10-2024,01:31:03,Delivered,785.06
4018,201,62,Pav Bhaji,18-11-2024,21:17:11,Delivered,549.08
4019,348,125,Idli Sambhar,07-02-2025,11:12:44,Cancelled,389.69
4020,408,174,Appam with Stew,12-01-2025,07:54:12,Delivered,229.4
4021,215,183,Baingan Bharta,09-07-2025,13:58:55,Cancelled,754.1
4022,35,142,Fish Curry,23-07-2025,14:18:34,Delivered,476.86
4023,558,84,Korma,20-11-2024,17:42:47,Cancelled,199.28
4024,510,16,Butter Chicken,31-03-2025,00:45:21,Cancelled,443.51
4025,74,168,Idli Sambhar,08-10-2024,07:44:13,Cancelled,360.11
4026,620,191,Rajma Chawal,13-01-2025,12:41:32,Delivered,740.55
4027,869,2,Butter Chicken,08-07-2025,10:53:59,Cancelled,542.63
4028,181,6,Hyderabadi Biryani,05-01-2025,11:47:27,Delivered,989.73
4029,896,147,Korma,28-07-2024,17:03:35,Delivered,258.44
4030,38,171,Matar Paneer,07-01-2025,14:57:48,Delivered,160.18
4031,118,136,Fish Curry,28-02-2025,01:35:46,Cancelled,759.4
4032,29,168,Fish Curry,16-08-2024,23:36:14,Cancelled,698.87
4033,704,16,Dhokla,15-09-2024,05:03:00,Delivered,518.14
4034,653,116,Biryani,23-02-2025,16:48:51,Cancelled,665.33
4035,800,5,Baingan Bharta,29-09-2024,10:17:32,Delivered,312.81
4036,863,104,Baingan Bharta,08-08-2024,19:27:10,Delivered,942.6
4037,520,111,Kadhi Pakora,27-10-2024,13:56:07,Delivered,496.97
4038,685,189,Idli Sambhar,28-06-2025,08:09:23,Delivered,243.33
4039,603,118,Biryani,25-11-2024,12:09:27,Cancelled,535.69
4040,583,13,Idli Sambhar,10-03-2025,05:26:22,Delivered,191.83
4041,703,156,Rajma Chawal,28-03-2025,20:32:25,Delivered,107.05
4042,755,181,Dhokla,01-05-2025,16:43:00,Cancelled,774.3
4043,348,34,Biryani,21-01-2025,15:10:34,Delivered,862.45
4044,861,125,Butter Chicken,11-12-2024,07:02:47,Delivered,508.85
4045,132,65,Tandoori Chicken,23-02-2025,09:26:30,Delivered,770.65
4046,389,53,Chole Bhature,08-02-2025,05:44:35,Delivered,100.71
4047,859,49,Litti Chokha,01-07-2025,17:11:20,Delivered,403.92
4048,365,161,Masala Dosa,26-10-2024,21:00:18,Delivered,984.9
4049,249,59,Pesarattu,11-12-2024,03:03:48,Cancelled,652.27
4050,703,70,Palak Paneer,26-11-2024,12:40:40,Delivered,909.15
4051,58,32,Kebabs,08-12-2024,05:47:52,Cancelled,573.85
4052,150,9,Appam with Stew,21-01-2025,11:44:15,Delivered,837.03
4053,455,31,Masala Dosa,24-10-2024,14:01:18,Delivered,923.28
4054,443,164,Tandoori Chicken,12-09-2024,02:20:28,Delivered,251.32
4055,610,92,Paneer Tikka,26-12-2024,22:26:17,Delivered,600.8
4056,671,44,Hyderabadi Biryani,11-07-2025,00:13:00,Delivered,697.6
4057,874,10,Chicken Tikka Masala,24-07-2025,20:11:51,Cancelled,479.07
4058,216,188,Pav Bhaji,26-03-2025,07:51:08,Delivered,164.88
4059,202,33,Biryani,17-12-2024,01:01:25,Cancelled,693.24
4060,79,66,Chole Bhature,03-06-2025,10:07:46,Cancelled,662.56
4061,657,152,Paneer Tikka,08-11-2024,11:07:37,Delivered,382.01
4062,145,95,Hyderabadi Biryani,18-06-2025,07:15:03,Cancelled,204.77
4063,148,29,Chole Bhature,02-10-2024,21:43:59,Delivered,761.5
4064,219,53,Biryani,05-01-2025,15:27:54,Delivered,370.16
4065,818,87,Litti Chokha,08-12-2024,05:14:23,Cancelled,908.22
4066,752,25,Rajma Chawal,13-06-2025,19:09:59,Delivered,716.98
4067,718,155,Litti Chokha,01-04-2025,01:16:23,Delivered,758.07
4068,776,181,Aloo Paratha,16-04-2025,08:15:24,Cancelled,563.53
4069,902,87,Pesarattu,04-11-2024,17:17:59,Delivered,673.52
4070,234,48,Litti Chokha,26-08-2024,09:54:47,Delivered,676.08
4071,856,60,Chole Bhature,24-09-2024,08:36:02,Delivered,219.96
4072,815,138,Chicken Tikka Masala,24-01-2025,21:22:38,Delivered,961.33
4073,775,45,Korma,11-10-2024,13:12:35,Delivered,784.83
4074,815,17,Biryani,05-04-2025,11:41:06,Cancelled,736.94
4075,63,77,Dhokla,02-05-2025,06:28:21,Delivered,818.18
4076,777,140,Matar Paneer,30-05-2025,23:38:57,Cancelled,176
4077,323,168,Butter Chicken,10-08-2024,11:56:45,Delivered,604.74
4078,935,164,Chicken Tikka Masala,18-06-2025,09:48:21,Delivered,405.23
4079,573,75,Chole Bhature,14-12-2024,06:51:48,Delivered,498.7
4080,792,195,Rogan Josh,08-04-2025,15:47:42,Cancelled,316.34
4081,437,78,Litti Chokha,06-01-2025,07:16:12,Delivered,641.59
4082,214,137,Chicken Tikka Masala,25-10-2024,09:08:29,Cancelled,634.69
4083,962,86,Litti Chokha,03-01-2025,04:49:43,Delivered,853.71
4084,401,100,Paneer Tikka,05-08-2024,02:03:54,Delivered,335.91
4085,472,138,Paneer Tikka,08-11-2024,10:23:35,Cancelled,463.09
4086,117,41,Vada Pav,29-03-2025,15:23:24,Delivered,605.49
4087,318,176,Biryani,02-09-2024,05:15:10,Cancelled,825.99
4088,364,139,Appam with Stew,23-02-2025,11:24:12,Cancelled,331.29
4089,818,59,Hyderabadi Biryani,06-04-2025,23:56:14,Cancelled,409.69
4090,643,121,Idli Sambhar,24-09-2024,06:26:59,Cancelled,681.07
4091,324,21,Appam with Stew,18-05-2025,07:05:34,Delivered,332.75
4092,791,145,Chole Bhature,03-12-2024,00:29:22,Delivered,348.96
4093,255,88,Chicken Tikka Masala,11-09-2024,20:04:27,Cancelled,180.97
4094,331,154,Idli Sambhar,05-09-2024,01:16:15,Delivered,555.75
4095,420,163,Paneer Tikka,25-06-2025,13:41:43,Cancelled,840.19
4096,197,118,Butter Chicken,21-01-2025,18:49:38,Delivered,458.93
4097,75,193,Kebabs,10-12-2024,20:55:38,Delivered,949.78
4098,26,114,Chicken Tikka Masala,26-08-2024,09:50:19,Delivered,416.85
4099,922,67,Butter Chicken,22-08-2024,01:21:16,Cancelled,373.61
4100,792,78,Chicken Tikka Masala,13-02-2025,13:26:22,Cancelled,361.18
4101,159,191,Baingan Bharta,20-12-2024,15:24:43,Cancelled,274.01
4102,341,82,Chole Bhature,12-09-2024,01:19:58,Delivered,959.27
4103,469,65,Baingan Bharta,12-09-2024,19:21:17,Delivered,293.69
4104,386,78,Pav Bhaji,04-02-2025,02:19:41,Delivered,922.95
4105,960,69,Pav Bhaji,17-02-2025,02:28:28,Cancelled,144
4106,372,96,Dhokla,14-06-2025,10:20:10,Delivered,256.9
4107,494,141,Baingan Bharta,21-07-2025,18:56:59,Delivered,156.66
4108,642,125,Baingan Bharta,09-04-2025,10:58:03,Delivered,724.94
4109,884,140,Kebabs,30-07-2024,17:20:52,Cancelled,968.79
4110,209,62,Appam with Stew,10-06-2025,19:58:51,Delivered,251.41
4111,261,116,Dhokla,02-07-2025,11:36:39,Delivered,258.11
4112,548,124,Rogan Josh,09-05-2025,21:01:41,Delivered,240.51
4113,896,86,Idli Sambhar,30-10-2024,03:16:23,Delivered,659.92
4114,878,66,Tandoori Chicken,03-06-2025,12:36:23,Cancelled,333.61
4115,951,91,Rajma Chawal,26-06-2025,00:18:23,Delivered,812.29
4116,541,190,Chole Bhature,12-04-2025,11:20:24,Delivered,565.4
4117,867,112,Butter Chicken,10-06-2025,05:52:26,Delivered,965.01
4118,562,124,Appam with Stew,30-04-2025,04:56:11,Delivered,368.67
4119,523,189,Pav Bhaji,10-10-2024,07:42:07,Delivered,373.08
4120,204,156,Appam with Stew,21-09-2024,05:07:34,Delivered,902.31
4121,627,39,Litti Chokha,21-03-2025,18:39:18,Delivered,199.85
4122,810,90,Appam with Stew,27-08-2024,15:29:46,Delivered,618.35
4123,317,142,Appam with Stew,26-10-2024,06:15:44,Delivered,173.07
4124,746,147,Matar Paneer,29-07-2024,03:26:18,Delivered,213.53
4125,290,147,Pesarattu,08-08-2024,15:05:15,Delivered,529.49
4126,74,73,Biryani,22-04-2025,18:01:47,Cancelled,331.02
4127,951,46,Butter Chicken,30-04-2025,20:15:34,Delivered,627.85
4128,69,166,Matar Paneer,22-07-2025,06:46:22,Cancelled,696.44
4129,800,170,Korma,08-09-2024,22:24:11,Delivered,441.82
4130,861,48,Vada Pav,18-02-2025,03:12:43,Delivered,304.21
4131,475,116,Baingan Bharta,12-11-2024,01:22:42,Delivered,926.77
4132,387,16,Litti Chokha,19-02-2025,13:27:38,Delivered,375.14
4133,810,34,Matar Paneer,04-03-2025,17:18:37,Delivered,632.67
4134,947,71,Butter Chicken,22-10-2024,13:53:09,Cancelled,340.43
4135,723,100,Fish Curry,23-07-2025,04:00:46,Delivered,329.58
4136,476,135,Baingan Bharta,09-11-2024,05:27:35,Delivered,821.5
4137,948,153,Dhokla,19-07-2025,21:09:41,Delivered,419.42
4138,532,9,Vada Pav,27-11-2024,19:57:34,Delivered,379.56
4139,848,36,Kadhi Pakora,27-07-2025,17:24:29,Cancelled,761.59
4140,479,107,Kadhi Pakora,02-06-2025,20:32:34,Cancelled,144.3
4141,859,35,Hyderabadi Biryani,14-05-2025,15:09:52,Cancelled,654.51
4142,227,178,Butter Chicken,23-12-2024,23:30:16,Delivered,509.53
4143,59,142,Pav Bhaji,19-10-2024,03:46:28,Cancelled,133.62
4144,375,36,Biryani,05-08-2024,01:26:17,Delivered,227.82
4145,175,138,Chole Bhature,10-04-2025,12:00:53,Delivered,415.15
4146,877,179,Tandoori Chicken,26-01-2025,01:59:15,Delivered,520.18
4147,507,109,Fish Curry,03-11-2024,11:41:37,Cancelled,294.18
4148,653,36,Vada Pav,15-03-2025,17:20:38,Cancelled,371.35
4149,233,93,Masala Dosa,21-06-2025,06:21:12,Delivered,570.89
4150,131,35,Paneer Tikka,26-12-2024,08:36:03,Delivered,962.77
4151,2,32,Kadhi Pakora,28-08-2024,07:56:39,Cancelled,100.5
4152,647,89,Butter Chicken,13-06-2025,00:10:29,Delivered,279.46
4153,797,170,Tandoori Chicken,28-01-2025,11:42:22,Delivered,286.64
4154,909,182,Litti Chokha,09-06-2025,04:24:25,Delivered,204.66
4155,689,153,Korma,28-05-2025,12:39:48,Cancelled,448.09
4156,906,157,Kadhi Pakora,19-12-2024,23:15:18,Delivered,624.19
4157,202,31,Kadhi Pakora,30-05-2025,04:41:44,Delivered,805.03
4158,428,130,Rogan Josh,12-10-2024,16:22:28,Cancelled,862.89
4159,680,192,Matar Paneer,12-08-2024,07:55:38,Cancelled,123.89
4160,952,10,Dhokla,26-05-2025,01:10:44,Delivered,835.93
4161,988,94,Fish Curry,19-08-2024,11:51:47,Delivered,561.92
4162,655,191,Korma,16-11-2024,07:00:49,Cancelled,480.23
4163,105,103,Pesarattu,30-09-2024,03:55:07,Cancelled,869.77
4164,461,183,Korma,01-03-2025,03:37:59,Delivered,869.58
4165,617,51,Pav Bhaji,02-06-2025,10:15:47,Delivered,761.35
4166,64,118,Biryani,13-10-2024,07:52:16,Delivered,756.56
4167,808,96,Pav Bhaji,10-12-2024,00:01:46,Cancelled,719.42
4168,33,88,Vada Pav,18-04-2025,11:58:18,Cancelled,279.28
4169,940,155,Baingan Bharta,20-01-2025,14:33:10,Delivered,910.6
4170,736,21,Aloo Paratha,21-01-2025,16:47:57,Delivered,372.53
4171,514,195,Kadhi Pakora,25-11-2024,19:01:53,Delivered,125.59
4172,536,100,Chole Bhature,08-03-2025,09:44:51,Delivered,448.67
4173,575,45,Vada Pav,01-12-2024,12:00:26,Delivered,892.72
4174,916,21,Pesarattu,16-06-2025,15:37:47,Cancelled,598.81
4175,304,3,Kadhi Pakora,15-05-2025,23:24:54,Cancelled,702.81
4176,517,71,Korma,21-03-2025,23:31:20,Cancelled,343.63
4177,892,39,Appam with Stew,25-11-2024,08:16:38,Delivered,409.42
4178,355,81,Idli Sambhar,09-12-2024,12:51:52,Delivered,836.47
4179,772,21,Idli Sambhar,16-12-2024,13:53:26,Delivered,615.88
4180,506,80,Aloo Paratha,15-06-2025,00:38:21,Delivered,983.69
4181,705,40,Pav Bhaji,21-08-2024,16:14:15,Cancelled,317.91
4182,254,99,Appam with Stew,12-10-2024,00:37:07,Delivered,519.91
4183,490,96,Aloo Paratha,31-12-2024,08:02:19,Delivered,366.85
4184,663,147,Rajma Chawal,05-07-2025,21:12:18,Delivered,544.39
4185,988,48,Fish Curry,11-09-2024,18:20:02,Delivered,228.03
4186,948,57,Appam with Stew,27-09-2024,23:40:43,Delivered,529.19
4187,203,118,Masala Dosa,14-02-2025,09:28:50,Delivered,839.05
4188,143,181,Paneer Tikka,18-11-2024,14:14:49,Delivered,529.35
4189,85,104,Palak Paneer,26-09-2024,14:28:32,Delivered,104.44
4190,203,161,Pav Bhaji,30-07-2024,10:49:50,Cancelled,765.79
4191,391,192,Litti Chokha,02-08-2024,08:22:23,Delivered,359.86
4192,787,200,Chole Bhature,06-07-2025,04:22:24,Cancelled,538.36
4193,614,179,Hyderabadi Biryani,13-10-2024,21:44:42,Delivered,450.41
4194,146,188,Paneer Tikka,08-11-2024,21:48:25,Delivered,418.76
4195,982,27,Tandoori Chicken,12-02-2025,19:45:33,Cancelled,366.03
4196,638,116,Rogan Josh,04-04-2025,23:06:17,Delivered,898.07
4197,610,196,Pesarattu,19-06-2025,08:53:50,Delivered,479.32
4198,919,11,Hyderabadi Biryani,23-08-2024,17:24:57,Cancelled,155.94
4199,265,100,Fish Curry,07-03-2025,21:03:44,Delivered,542.18
4200,447,110,Chicken Tikka Masala,10-05-2025,00:20:02,Delivered,960.1
4201,996,117,Pav Bhaji,11-09-2024,23:05:32,Cancelled,319.78
4202,619,104,Pav Bhaji,01-05-2025,14:47:19,Delivered,147.84
4203,359,90,Rogan Josh,03-06-2025,17:15:37,Cancelled,250.33
4204,453,190,Butter Chicken,29-07-2024,19:10:03,Delivered,280.08
4205,772,168,Paneer Tikka,22-05-2025,13:29:10,Cancelled,110
4206,148,1,Kadhi Pakora,21-10-2024,14:52:30,Delivered,937.6
4207,343,165,Kebabs,29-04-2025,00:39:25,Cancelled,547.4
4208,482,46,Palak Paneer,23-11-2024,03:02:11,Cancelled,114.84
4209,273,119,Rogan Josh,16-07-2025,09:54:56,Cancelled,231.52
4210,961,73,Palak Paneer,07-03-2025,13:28:41,Delivered,404.05
4211,300,66,Dhokla,23-07-2025,13:56:05,Delivered,855.38
4212,730,42,Tandoori Chicken,24-08-2024,18:57:35,Cancelled,324.67
4213,781,142,Korma,30-10-2024,21:53:15,Cancelled,538.59
4214,249,118,Fish Curry,20-07-2025,22:39:57,Delivered,504.78
4215,767,115,Tandoori Chicken,23-04-2025,16:28:29,Delivered,365.01
4216,252,154,Rogan Josh,28-07-2024,22:30:48,Delivered,421.74
4217,21,157,Matar Paneer,10-10-2024,08:44:50,Cancelled,664.09
4218,86,180,Korma,03-04-2025,23:12:27,Cancelled,333.49
4219,460,189,Baingan Bharta,18-12-2024,16:24:35,Delivered,718.57
4220,961,69,Appam with Stew,12-09-2024,21:38:20,Delivered,432.65
4221,628,48,Masala Dosa,11-05-2025,14:43:07,Delivered,784.12
4222,335,165,Biryani,06-10-2024,22:13:20,Delivered,680.55
4223,365,144,Chole Bhature,15-06-2025,09:37:18,Delivered,705.65
4224,311,146,Dhokla,05-06-2025,12:46:00,Cancelled,651.82
4225,1,28,Fish Curry,29-12-2024,02:38:04,Cancelled,265.57
4226,173,141,Hyderabadi Biryani,29-07-2024,01:16:42,Delivered,957.95
4227,852,126,Palak Paneer,25-06-2025,17:32:31,Cancelled,860.83
4228,293,146,Chicken Tikka Masala,25-05-2025,10:51:28,Delivered,234.24
4229,441,172,Palak Paneer,21-01-2025,16:48:22,Delivered,435.42
4230,867,110,Biryani,11-08-2024,18:36:47,Delivered,562.38
4231,911,74,Appam with Stew,09-07-2025,17:35:09,Cancelled,579.47
4232,588,152,Korma,29-09-2024,02:53:51,Cancelled,993.06
4233,6,64,Kebabs,18-11-2024,10:49:47,Cancelled,944.39
4234,462,136,Rogan Josh,22-04-2025,07:01:13,Delivered,711.73
4235,294,130,Vada Pav,13-12-2024,23:50:44,Delivered,717.17
4236,622,52,Kadhi Pakora,25-08-2024,14:53:46,Cancelled,993.98
4237,884,28,Appam with Stew,06-02-2025,19:52:24,Cancelled,791.93
4238,369,138,Kebabs,06-02-2025,07:32:20,Delivered,312.46
4239,875,167,Idli Sambhar,10-08-2024,10:06:02,Delivered,679.93
4240,781,53,Appam with Stew,03-01-2025,04:00:31,Delivered,789.54
4241,933,173,Kebabs,31-08-2024,00:29:28,Cancelled,130.41
4242,762,185,Baingan Bharta,10-06-2025,02:34:18,Cancelled,157.18
4243,343,12,Kebabs,23-07-2025,14:46:12,Delivered,620.08
4244,351,43,Butter Chicken,01-10-2024,23:54:28,Delivered,319.97
4245,310,166,Baingan Bharta,07-09-2024,00:38:18,Delivered,111.98
4246,324,199,Matar Paneer,04-02-2025,09:16:07,Delivered,399.22
4247,983,133,Hyderabadi Biryani,10-03-2025,21:46:53,Delivered,185.43
4248,369,5,Hyderabadi Biryani,13-10-2024,11:34:15,Delivered,239.58
4249,507,154,Baingan Bharta,23-05-2025,12:27:20,Delivered,107.27
4250,953,156,Palak Paneer,04-07-2025,23:59:21,Cancelled,556.25
4251,255,143,Butter Chicken,18-11-2024,15:43:39,Delivered,150.37
4252,867,71,Idli Sambhar,05-04-2025,02:54:59,Delivered,839.75
4253,565,127,Tandoori Chicken,14-02-2025,18:19:56,Delivered,530.56
4254,291,169,Vada Pav,18-12-2024,08:51:55,Delivered,880.56
4255,511,90,Rajma Chawal,10-05-2025,02:02:30,Delivered,248.39
4256,300,35,Chicken Tikka Masala,08-08-2024,00:57:13,Delivered,895.68
4257,55,146,Aloo Paratha,19-04-2025,09:37:59,Delivered,853.23
4258,889,76,Chicken Tikka Masala,13-09-2024,09:52:53,Delivered,388.03
4259,991,61,Idli Sambhar,07-07-2025,13:18:23,Cancelled,334.21
4260,558,66,Dhokla,14-08-2024,07:56:32,Delivered,902.48
4261,193,94,Chicken Tikka Masala,28-08-2024,21:32:39,Delivered,698.73
4262,819,129,Baingan Bharta,09-06-2025,20:08:34,Delivered,857.22
4263,415,193,Hyderabadi Biryani,05-03-2025,12:05:57,Cancelled,649.06
4264,692,105,Pesarattu,02-11-2024,09:42:05,Delivered,568.26
4265,28,131,Fish Curry,17-12-2024,19:58:46,Delivered,342.89
4266,929,132,Vada Pav,16-07-2025,01:08:19,Delivered,207.52
4267,37,24,Fish Curry,31-10-2024,04:14:47,Delivered,255.8
4268,613,106,Fish Curry,07-07-2025,01:03:21,Cancelled,912.73
4269,437,37,Kadhi Pakora,15-09-2024,23:52:07,Delivered,957.74
4270,793,86,Kadhi Pakora,04-08-2024,20:14:51,Delivered,554.3
4271,943,55,Vada Pav,22-08-2024,00:01:00,Cancelled,612.28
4272,555,156,Hyderabadi Biryani,17-03-2025,15:57:14,Delivered,370.81
4273,218,27,Butter Chicken,12-12-2024,09:59:15,Delivered,708.36
4274,633,76,Palak Paneer,11-12-2024,03:17:04,Cancelled,909.44
4275,100,136,Chole Bhature,04-07-2025,20:34:39,Delivered,400.16
4276,412,86,Litti Chokha,17-05-2025,15:41:25,Cancelled,963.73
4277,348,179,Chicken Tikka Masala,11-08-2024,01:26:04,Cancelled,547.79
4278,296,93,Pav Bhaji,06-03-2025,06:48:59,Delivered,899.66
4279,565,161,Hyderabadi Biryani,30-03-2025,14:29:27,Cancelled,185.21
4280,43,62,Fish Curry,05-11-2024,16:36:17,Delivered,360.8
4281,423,132,Aloo Paratha,28-05-2025,12:11:03,Cancelled,700.81
4282,148,21,Dhokla,22-11-2024,10:41:58,Delivered,833.99
4283,496,172,Rogan Josh,01-03-2025,04:51:34,Delivered,849.14
4284,559,60,Fish Curry,10-01-2025,13:06:11,Cancelled,848.16
4285,599,200,Kadhi Pakora,16-03-2025,08:25:03,Delivered,229.75
4286,251,46,Tandoori Chicken,04-10-2024,11:59:42,Delivered,297.42
4287,953,99,Rogan Josh,30-07-2024,20:17:22,Cancelled,371.34
4288,218,197,Kadhi Pakora,02-04-2025,12:36:57,Delivered,824.87
4289,35,132,Hyderabadi Biryani,22-11-2024,07:25:12,Cancelled,639.7
4290,199,188,Fish Curry,22-04-2025,09:35:02,Delivered,981.71
4291,596,91,Rogan Josh,13-11-2024,02:02:53,Cancelled,267.79
4292,421,109,Pesarattu,08-07-2025,05:01:07,Delivered,724.08
4293,316,107,Chole Bhature,24-07-2025,07:10:34,Delivered,259.23
4294,825,41,Baingan Bharta,20-08-2024,04:58:49,Delivered,799.05
4295,195,199,Rogan Josh,03-09-2024,22:12:01,Delivered,167.14
4296,296,147,Tandoori Chicken,17-10-2024,13:13:31,Delivered,869.04
4297,400,11,Biryani,15-03-2025,06:15:52,Cancelled,465.79
4298,511,35,Baingan Bharta,28-01-2025,19:25:08,Delivered,717.51
4299,255,200,Biryani,01-05-2025,09:45:40,Delivered,965.68
4300,343,24,Biryani,16-03-2025,05:26:13,Delivered,437.37
4301,75,76,Fish Curry,30-05-2025,09:09:35,Delivered,734.89
4302,530,129,Korma,27-02-2025,23:31:53,Cancelled,742.64
4303,151,9,Idli Sambhar,24-06-2025,09:52:06,Cancelled,127.11
4304,836,155,Kebabs,20-02-2025,02:04:35,Delivered,160.48
4305,80,104,Pesarattu,31-01-2025,20:07:59,Delivered,915.42
4306,171,17,Palak Paneer,22-12-2024,07:13:36,Delivered,689.3
4307,882,165,Aloo Paratha,04-01-2025,20:46:09,Cancelled,506.07
4308,260,173,Kadhi Pakora,12-01-2025,20:09:42,Cancelled,725.95
4309,771,23,Aloo Paratha,30-06-2025,19:10:21,Delivered,350.31
4310,281,139,Rajma Chawal,04-08-2024,00:58:05,Delivered,760.43
4311,856,41,Biryani,20-06-2025,20:00:03,Cancelled,369.53
4312,531,4,Biryani,23-03-2025,23:33:21,Delivered,179.41
4313,207,189,Korma,08-02-2025,21:46:40,Cancelled,909.78
4314,833,19,Paneer Tikka,31-03-2025,13:09:59,Delivered,884.78
4315,572,150,Idli Sambhar,28-08-2024,07:52:05,Cancelled,515.23
4316,967,63,Litti Chokha,30-01-2025,05:10:12,Delivered,685.2
4317,540,185,Chicken Tikka Masala,26-03-2025,05:28:36,Cancelled,867.06
4318,71,129,Paneer Tikka,10-05-2025,13:37:31,Delivered,296.83
4319,128,112,Korma,26-11-2024,21:05:27,Delivered,790.34
4320,76,49,Vada Pav,11-03-2025,08:05:03,Delivered,629.01
4321,468,125,Kadhi Pakora,23-01-2025,03:18:30,Delivered,487.25
4322,972,43,Biryani,22-07-2025,22:53:44,Delivered,283.41
4323,166,172,Chicken Tikka Masala,23-07-2025,16:53:14,Delivered,586.25
4324,508,149,Appam with Stew,01-07-2025,03:59:26,Delivered,254.91
4325,820,18,Kebabs,11-09-2024,02:44:00,Cancelled,182.95
4326,39,127,Rajma Chawal,24-08-2024,15:36:59,Delivered,106.67
4327,912,27,Chicken Tikka Masala,30-06-2025,06:24:49,Cancelled,332.53
4328,916,11,Appam with Stew,13-01-2025,23:38:48,Cancelled,262.84
4329,849,196,Tandoori Chicken,04-09-2024,21:55:13,Delivered,419.61
4330,105,95,Pesarattu,11-01-2025,04:08:03,Cancelled,800.13
4331,346,127,Paneer Tikka,11-12-2024,21:28:26,Cancelled,987.96
4332,68,167,Litti Chokha,07-04-2025,09:37:42,Delivered,462.28
4333,737,103,Appam with Stew,13-02-2025,15:55:20,Delivered,509.45
4334,94,182,Kebabs,13-09-2024,10:55:19,Cancelled,129.55
4335,790,200,Aloo Paratha,13-02-2025,14:21:21,Delivered,851.56
4336,122,59,Dhokla,13-09-2024,04:40:40,Cancelled,213.46
4337,141,74,Baingan Bharta,11-01-2025,05:00:52,Delivered,292.65
4338,831,4,Hyderabadi Biryani,17-04-2025,20:19:55,Delivered,636.99
4339,558,149,Butter Chicken,21-03-2025,18:30:17,Delivered,862.97
